,layer,wordID,meaningID,target,baseS,SignS,error,meanError,standardError,Model,diff_base_emb,diff_base_human
2241,5,40,1,plataforma,-0.0834033489227294,-0.0797087103128433,0.0036946386098861,0.0040495258339859,0.0012810705161409,GPT-2,0.0036946386098861,0.243225158916025
2242,6,40,1,plataforma,-0.0949472784996032,-0.094709500670433,0.0002377778291702,0.0022099248054338,0.0013141334037509,GPT-2,0.0002377778291701993,0.243225158916025
2243,7,40,1,plataforma,-0.0875476002693176,-0.0874427706003189,0.0001048296689987,0.007077143220429,0.0017524338287417,GPT-2,0.00010482966899870438,0.243225158916025
2244,8,40,1,plataforma,-0.0664351433515548,-0.0577222295105457,0.0087129138410091,0.0133599026247541,0.0021261208536261,GPT-2,0.008712913841009098,0.243225158916025
2245,9,40,1,plataforma,-0.0554333478212356,-0.0421609096229076,0.013272438198328,0.020010190956453,0.0026230844050259,GPT-2,0.013272438198328004,0.243225158916025
2246,10,40,1,plataforma,-0.0295630898326635,-0.0089627318084239,0.0206003580242395,0.0254147091157179,0.0033019749057338,GPT-2,0.020600358024239603,0.243225158916025
2247,11,40,1,plataforma,-0.0006101187318563,0.0161781646311283,0.0167882833629846,0.0258183518939829,0.0033397806915065,GPT-2,0.016788283362984602,0.243225158916025
2248,12,40,1,plataforma,-0.0003608930855989,0.0276931878179311,0.0280540809035301,0.0313646246362081,0.0035394602982381,GPT-2,0.02805408090353,0.243225158916025
2249,0,40,2,plataforma,0.4153355956077575,0.4153355956077575,0.0,0.0,0.0,GPT-2,0.0,0.167755102040816
2250,1,40,2,plataforma,-0.0319341756403446,0.0207082834094762,0.0526424590498209,0.008103385602342,0.0017484787756044,GPT-2,0.0526424590498208,0.167755102040816
2251,2,40,2,plataforma,-0.0619436204433441,-0.0022056009620428,0.0597380194813013,0.0127489008405741,0.0015859422778035,GPT-2,0.0597380194813013,0.167755102040816
2252,3,40,2,plataforma,-0.0736624896526336,-0.0257944148033857,0.0478680748492479,0.0102653523332419,0.0013534774855699,GPT-2,0.0478680748492479,0.167755102040816
2253,4,40,2,plataforma,-0.0683606714010238,-0.0526435747742652,0.0157170966267585,0.0046862737731413,0.0012720443580039,GPT-2,0.015717096626758596,0.167755102040816
2254,5,40,2,plataforma,-0.0637034103274345,-0.0596176981925964,0.0040857121348381,0.0040495258339859,0.0012810705161409,GPT-2,0.004085712134838097,0.167755102040816
2255,6,40,2,plataforma,-0.0760372430086135,-0.0708389282226562,0.0051983147859573,0.0022099248054338,0.0013141334037509,GPT-2,0.005198314785957309,0.167755102040816
2256,7,40,2,plataforma,-0.0818015336990356,-0.0666016936302185,0.0151998400688171,0.007077143220429,0.0017524338287417,GPT-2,0.015199840068817097,0.167755102040816
2257,8,40,2,plataforma,-0.0866948589682579,-0.0548091754317283,0.0318856835365295,0.0133599026247541,0.0021261208536261,GPT-2,0.0318856835365296,0.167755102040816
2258,9,40,2,plataforma,-0.0901582017540931,-0.0450159609317779,0.0451422408223152,0.020010190956453,0.0026230844050259,GPT-2,0.0451422408223152,0.167755102040816
2259,10,40,2,plataforma,-0.0737246498465538,-0.0220981501042842,0.0516264997422695,0.0254147091157179,0.0033019749057338,GPT-2,0.0516264997422696,0.167755102040816
2260,11,40,2,plataforma,-0.0471305474638938,0.0007261876016855,0.0478567350655794,0.0258183518939829,0.0033397806915065,GPT-2,0.0478567350655793,0.167755102040816
2261,12,40,2,plataforma,-0.0489683300256729,0.0093596465885639,0.0583279766142368,0.0313646246362081,0.0035394602982381,GPT-2,0.0583279766142368,0.167755102040816
2262,0,41,1,viral,0.5180152654647827,0.5180152654647827,0.0,0.0,0.0,GPT-2,0.0,0.370612244897959
2263,1,41,1,viral,-0.0237835794687271,-0.0059923976659774,0.0177911818027496,0.008103385602342,0.0017484787756044,GPT-2,0.017791181802749703,0.370612244897959
2264,2,41,1,viral,-0.0512262023985385,-0.0360812917351722,0.0151449106633663,0.0127489008405741,0.0015859422778035,GPT-2,0.015144910663366297,0.370612244897959
2265,3,41,1,viral,-0.0779411047697067,-0.0646190270781517,0.013322077691555,0.0102653523332419,0.0013534774855699,GPT-2,0.013322077691554995,0.370612244897959
2266,4,41,1,viral,-0.0759498625993728,-0.0698543265461921,0.0060955360531806,0.0046862737731413,0.0012720443580039,GPT-2,0.006095536053180695,0.370612244897959
2267,5,41,1,viral,-0.0895443558692932,-0.0896771028637886,-0.0001327469944953,0.0040495258339859,0.0012810705161409,GPT-2,-0.00013274699449540572,0.370612244897959
2268,6,41,1,viral,-0.0882317498326301,-0.0857071578502655,0.0025245919823646,0.0022099248054338,0.0013141334037509,GPT-2,0.002524591982364599,0.370612244897959
2269,7,41,1,viral,-0.0975508764386177,-0.0904272720217704,0.0071236044168472,0.007077143220429,0.0017524338287417,GPT-2,0.007123604416847312,0.370612244897959
2270,8,41,1,viral,-0.1005331054329872,-0.0916355848312377,0.0088975206017494,0.0133599026247541,0.0021261208536261,GPT-2,0.008897520601749503,0.370612244897959
2271,9,41,1,viral,-0.1071552485227584,-0.0846689268946647,0.0224863216280937,0.020010190956453,0.0026230844050259,GPT-2,0.022486321628093706,0.370612244897959
2272,10,41,1,viral,-0.1007368266582489,-0.0716687738895416,0.0290680527687072,0.0254147091157179,0.0033019749057338,GPT-2,0.029068052768707303,0.370612244897959
2273,11,41,1,viral,-0.086378626525402,-0.0586782991886138,0.0277003273367881,0.0258183518939829,0.0033397806915065,GPT-2,0.0277003273367882,0.370612244897959
2274,12,41,1,viral,-0.0681954622268676,-0.0386872515082359,0.0295082107186317,0.0313646246362081,0.0035394602982381,GPT-2,0.02950821071863171,0.370612244897959
2275,0,41,2,viral,0.6390767097473145,0.6390767097473145,0.0,0.0,0.0,GPT-2,0.0,0.0592857142857143
